id,name,team,position,price,form,ppg,ownership,minutes_pct,ict_index,bonus,xgi_per90,fdr,fixture_ease,status,score
429,Phillips,MCI,MID,4.7,0.0,0.0,0.1,0.0,0.0,0,0.0,2,4,u,7.0
334,Harris,FUL,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2,4,u,7.0
315,Benda,FUL,GK,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,4,u,7.0
786,McNally,FUL,GK,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,4,a,7.0
339,Meslier,LEE,GK,4.1,0.0,0.0,0.3,0.0,0.0,0,0.0,2,4,a,7.0
770,Ridgeon,FUL,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2,4,a,7.0
340,Cairns,LEE,GK,3.9,0.0,0.0,0.2,0.0,0.0,0,0.0,2,4,a,7.0
664,Lecomte,FUL,GK,3.9,0.0,0.0,0.7,0.0,0.0,0,0.0,2,4,a,7.0
333,Godo,FUL,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2,4,u,7.0
323,Amissah,FUL,DEF,3.8,0.0,0.0,0.1,0.0,0.0,0,0.0,2,4,a,7.0
327,Andreas,FUL,MID,5.3,0.0,0.0,0.1,0.0,0.0,0,0.0,2,4,u,7.0
361,Gyabi,LEE,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2,4,u,7.0
357,Ramazani,LEE,MID,4.9,0.0,0.0,0.0,0.0,0.0,0,0.0,2,4,u,7.0
355,Greenwood,LEE,MID,4.9,0.0,0.0,0.0,0.0,0.0,0,0.0,2,4,u,7.0
359,Crew,LEE,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2,4,u,7.0
369,Woodman,LIV,GK,3.9,0.0,0.0,0.2,0.0,0.0,0,0.0,2,4,a,7.0
368,Pécsi,LIV,GK,3.8,0.0,0.0,0.9,0.0,0.0,0,0.0,2,4,a,7.0
360,Gelhardt,LEE,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2,4,u,7.0
349,Schmidt,LEE,DEF,4.0,0.0,0.0,0.1,0.0,0.0,0,0.0,2,4,u,7.0
363,Bamford,LEE,FWD,4.9,0.0,0.0,0.3,0.0,0.0,0,0.0,2,4,u,7.0
787,Chambers,LEE,MID,4.4,0.0,0.0,0.0,0.0,0.0,0,0.0,2,4,a,7.0
741,Gray,LEE,FWD,4.5,0.0,0.0,0.1,0.0,0.0,0,0.0,2,4,u,7.0
364,Mateo Joseph,LEE,FWD,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,4,u,7.0
377,Tsimikas,LIV,DEF,4.8,0.0,0.0,0.0,0.0,0.0,0,0.0,2,4,u,7.0
383,Luis Díaz,LIV,MID,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,4,u,7.0
380,Ramsay,LIV,DEF,3.8,0.0,0.0,0.2,0.0,0.0,0,0.0,2,4,a,7.0
379,R.Williams,LIV,DEF,3.7,0.0,0.0,0.6,0.0,0.0,0,0.0,2,4,a,7.0
399,Ederson M.,MCI,GK,5.3,0.0,0.0,0.8,0.0,0.0,0,0.0,2,4,u,7.0
401,Bettinelli,MCI,GK,3.8,0.0,0.0,0.4,0.0,0.0,0,0.0,2,4,a,7.0
404,Akanji,MCI,DEF,5.4,0.0,0.0,0.3,0.0,0.0,0,0.0,2,4,u,7.0
760,Lucky,LIV,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,4,a,7.0
746,Morrison,LIV,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2,4,a,7.0
397,Darwin,LIV,FWD,6.5,0.0,0.0,0.1,0.0,0.0,0,0.0,2,4,u,7.0
395,Morton,LIV,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2,4,u,7.0
394,McConnell,LIV,MID,4.4,0.0,0.0,0.0,0.0,0.0,0,0.0,2,4,u,7.0
447,Heaven,MUN,DEF,3.7,0.2,2.2,2.2,0.25277777777777777,22.9,0,0.07,4,2,a,6.9
618,G.Rodriguez,WHU,MID,4.8,0.0,1.3,0.0,0.06944444444444445,1.7,0,0.04,3,3,u,6.8
640,Pedro Lima,WOL,DEF,4.0,0.3,1.0,0.4,0.0011904761904761906,0.2,0,0.0,3,3,a,6.8
24,Nørgaard,ARS,MID,5.1,0.2,1.0,0.1,0.012698412698412698,2.4,0,0.14,3,3,a,6.8
804,Souza,TOT,DEF,4.0,0.2,1.0,0.0,0.013888888888888888,1.6,0,0.0,3,3,a,6.6
481,A.Murphy,NEW,DEF,3.8,0.2,1.0,0.7,0.0003968253968253968,0.2,0,0.0,3,3,a,6.5
745,Byfield,TOT,DEF,4.0,0.2,1.0,0.0,0.0003968253968253968,0.1,0,0.0,3,3,a,6.5
105,Valdimarsson,BRE,GK,3.9,0.2,1.0,0.6,0.03571428571428571,0.0,0,0.0,3,3,a,6.5
626,Marshall,WHU,FWD,4.3,0.0,1.0,0.5,0.023015873015873017,0.8,0,0.2,3,3,u,6.4
754,George Hemmings,AVL,MID,4.5,0.0,1.0,0.0,0.00992063492063492,0.3,0,0.18,3,3,a,6.3
545,Roberts,SUN,MID,5.4,0.0,1.0,0.0,0.010714285714285714,1.4,0,0.17,3,3,u,6.3
599,Scarlett,TOT,FWD,4.3,0.0,1.0,0.6,0.002777777777777778,0.7,0,0.13,3,3,u,6.3
259,Sosa,CRY,DEF,4.8,0.0,1.0,0.1,0.021031746031746033,2.7,0,0.1,3,3,a,6.2
269,Esse,CRY,MID,4.7,0.0,1.0,0.1,0.015873015873015872,1.5,0,0.09,3,3,u,6.2
619,L.Guilherme,WHU,MID,4.9,0.0,1.0,0.0,0.04801587301587302,2.5,0,0.07,3,3,u,6.2
620,Earthy,WHU,MID,4.5,0.0,1.0,0.0,0.0031746031746031746,0.4,0,0.11,3,3,u,6.2
542,Seelt,SUN,DEF,4.0,0.0,1.0,0.1,0.05277777777777778,3.6,0,0.01,3,3,u,6.1
656,Kalajdžić,WOL,FWD,4.9,0.0,1.0,0.0,0.005555555555555556,0.7,0,0.06,3,3,u,6.1
10,Lewis-Skelly,ARS,DEF,5.1,0.0,0.9,1.4,0.12341269841269842,9.4,0,0.03,3,3,a,6.1
281,Rodney,CRY,MID,4.4,0.0,1.0,0.0,0.0011904761904761906,0.0,0,0.0,3,3,a,6.0
459,Ugarte,MUN,MID,4.7,0.4,1.7,0.1,0.2968253968253968,22.3,0,0.06,4,2,a,6.0
285,Édouard,CRY,FWD,5.0,0.0,1.0,0.2,0.0007936507936507937,0.2,0,0.0,3,3,u,6.0
62,Jimoh-Aloba,AVL,MID,4.5,0.0,1.0,0.1,0.0031746031746031746,0.1,0,0.0,3,3,u,6.0
213,Banel,BUR,MID,4.5,0.0,1.0,0.0,0.0035714285714285713,0.0,0,0.0,3,3,u,6.0
96,Winterburn,BOU,MID,4.5,0.0,1.0,0.0,0.002380952380952381,0.0,0,0.0,3,3,u,6.0
549,Neil,SUN,MID,4.8,0.0,1.0,0.0,0.005158730158730159,0.4,0,0.0,3,3,u,6.0
702,Burrowes,AVL,MID,4.4,0.0,1.0,0.1,0.006349206349206349,0.0,0,0.0,3,3,a,6.0
762,Drakes-Thomas,CRY,MID,4.5,0.0,1.0,0.0,0.002777777777777778,0.3,0,0.0,3,3,a,6.0
650,Chirewa,WOL,MID,4.3,0.0,1.0,0.2,0.00992063492063492,0.4,0,0.0,3,3,u,6.0
133,Peart-Harris,BRE,MID,4.4,0.0,1.0,0.0,0.0003968253968253968,0.0,0,0.0,3,3,u,6.0
438,Mazraoui,MUN,DEF,4.9,0.4,1.5,0.2,0.18253968253968253,19.0,2,0.05,4,2,a,5.8
42,A.García,AVL,DEF,3.9,0.2,0.7,0.2,0.013095238095238096,0.2,0,0.03,3,3,a,5.8
795,Howell,BHA,MID,4.5,0.6,1.5,0.0,0.03134920634920635,1.4,0,0.03,4,2,a,5.4
144,Coppola,BHA,DEF,4.2,0.0,2.0,0.0,0.07658730158730159,4.8,0,0.0,4,2,u,5.1
252,Marc Guiu,CHE,FWD,4.1,0.0,1.3,5.8,0.09801587301587301,12.6,0,0.64,4,2,a,5.1
480,Lascelles,NEW,DEF,4.3,0.0,0.5,0.0,0.00753968253968254,1.7,0,0.19,3,3,u,5.1
519,Dominguez,NFO,MID,5.0,0.6,2.0,0.0,0.3265873015873016,43.2,3,0.16,5,1,a,5.1
539,O'Nien,SUN,DEF,4.0,0.2,0.4,0.1,0.00873015873015873,0.7,0,0.0,3,3,a,5.1
431,Bayindir,MUN,GK,4.7,0.0,1.8,0.3,0.21428571428571427,12.8,0,0.01,4,2,a,4.8
771,Fletcher,MUN,MID,4.4,0.2,1.0,0.0,0.0003968253968253968,0.1,0,0.9,4,2,a,4.7
678,Masuaku,SUN,DEF,3.9,0.0,0.3,0.5,0.0496031746031746,4.9,0,0.11,3,3,u,4.6
510,Jair Cunha,NFO,DEF,4.2,0.0,3.0,0.1,0.03571428571428571,2.6,0,0.0,5,1,a,4.0
814,Netz,NFO,DEF,4.5,0.2,1.0,0.0,0.005555555555555556,0.4,0,2.31,5,1,a,3.9
149,Igor,BHA,DEF,4.5,0.0,1.5,0.1,0.040873015873015874,3.6,0,0.0,4,2,a,3.8
658,Fraser,WOL,FWD,4.2,0.0,0.0,1.9,0.0,0.0,0,0.0,3,3,a,3.6
641,Pond,WOL,DEF,3.9,0.0,0.0,1.0,0.0,0.0,0,0.0,3,3,u,3.6
43,Alex Moreno,AVL,DEF,4.0,0.0,0.0,1.6,0.0,0.0,0,0.0,3,3,u,3.6
567,Kinsky,TOT,GK,3.9,0.0,0.0,1.6,0.0,0.0,0,0.0,3,3,a,3.6
652,Gonzalez,WOL,MID,4.3,0.0,0.0,1.3,0.0,0.0,0,0.0,3,3,a,3.6
211,A.Ramsey,BUR,MID,4.4,0.0,0.0,1.4,0.0,0.0,0,0.0,3,3,u,3.6
282,Umeh,CRY,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
277,Ebiowei,CRY,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
278,J.Rak-Sakyi,CRY,MID,4.4,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
279,M.França,CRY,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
280,Ozoh,CRY,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
780,Casey,CRY,FWD,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
773,Benamar,CRY,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
798,Imray,CRY,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
275,Ahamada,CRY,MID,4.3,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
781,Carroll,AVL,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
183,Weiss,BUR,GK,4.3,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,a,3.5
184,Green,BUR,GK,4.0,0.0,0.0,0.2,0.0,0.0,0,0.0,3,3,u,3.5
185,Hladký,BUR,GK,3.9,0.0,0.0,0.2,0.0,0.0,0,0.0,3,3,a,3.5
188,Delcroix,BUR,DEF,3.8,0.0,0.0,0.2,0.0,0.0,0,0.0,3,3,u,3.5
286,Marsh,CRY,FWD,4.4,0.0,0.0,0.3,0.0,0.0,0,0.0,3,3,a,3.5
254,Benitez,CRY,GK,4.0,0.0,0.0,0.3,0.0,0.0,0,0.0,3,3,a,3.5
690,Cardines,CRY,MID,4.4,0.0,0.0,0.3,0.0,0.0,0,0.0,3,3,a,3.5
63,Young,AVL,MID,4.3,0.0,0.0,0.6,0.0,0.0,0,0.0,3,3,u,3.5
65,Redmond,AVL,FWD,4.5,0.0,0.0,0.3,0.0,0.0,0,0.0,3,3,u,3.5
60,Broggio,AVL,MID,4.4,0.0,0.0,0.3,0.0,0.0,0,0.0,3,3,u,3.5
61,Dendoncker,AVL,MID,4.5,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
688,Wright,AVL,GK,3.9,0.0,0.0,0.6,0.0,0.0,0,0.0,3,3,a,3.5
802,Lamadrid,WHU,MID,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
752,Golambeckis,WHU,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
701,Rowe,AVL,DEF,4.0,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
35,Marschall,AVL,GK,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
264,Holding,CRY,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
255,Matthews,CRY,GK,3.9,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,a,3.5
274,Agbinone,CRY,MID,4.3,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,a,3.5
622,Orford,WHU,MID,4.4,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
56,Barrenechea,AVL,MID,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
57,Dobbin,AVL,MID,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
617,Cornet,WHU,MID,4.9,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
616,Álvarez,WHU,MID,4.9,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
611,Casey,WHU,DEF,4.0,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
265,Kporha,CRY,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
793,King,CRY,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
629,Bentley,WOL,GK,3.9,0.0,0.0,0.5,0.0,0.0,0,0.0,3,3,a,3.5
46,Yasin,AVL,DEF,4.0,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
2,Arrizabalaga,ARS,GK,4.1,0.0,0.0,0.4,0.0,0.0,0,0.0,3,3,a,3.5
45,Sousa,AVL,DEF,3.8,0.0,0.0,0.3,0.0,0.0,0,0.0,3,3,u,3.5
498,White,NEW,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
501,Neave,NEW,FWD,4.3,0.0,0.0,0.3,0.0,0.0,0,0.0,3,3,a,3.5
689,Seung soo,NEW,MID,4.3,0.0,0.0,0.5,0.0,0.0,0,0.0,3,3,a,3.5
753,Ruddy,NEW,GK,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
765,Shahar,NEW,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
772,Alabi,NEW,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
471,Gillespie,NEW,GK,3.9,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,a,3.5
472,Odysseas,NEW,GK,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
483,Pivas,NEW,DEF,3.8,0.0,0.0,0.4,0.0,0.0,0,0.0,3,3,a,3.5
482,Ashby,NEW,DEF,3.9,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
201,Benson,BUR,MID,5.4,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
484,Targett,NEW,DEF,4.0,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
203,Boateng,BUR,MID,4.7,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
204,Churlinov,BUR,MID,4.9,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
790,Williams-Barnett,TOT,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
208,Koleosho,BUR,MID,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
755,Lacey,MUN,MID,4.5,0.0,1.0,0.0,0.004761904761904762,1.5,0,0.52,4,2,a,3.5
710,Patterson,AVL,DEF,3.9,0.0,0.0,0.2,0.0,0.0,0,0.0,3,3,a,3.5
811,Kyerematen,TOT,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
818,Wilson,TOT,FWD,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
602,Hegyi,WHU,GK,3.9,0.0,0.0,0.2,0.0,0.0,0,0.0,3,3,u,3.5
601,Foderingham,WHU,GK,4.0,0.0,0.0,0.2,0.0,0.0,0,0.0,3,3,u,3.5
604,Emerson,WHU,DEF,4.4,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
703,Proctor,AVL,GK,3.9,0.0,0.0,0.6,0.0,0.0,0,0.0,3,3,a,3.5
757,Hollingshead,AVL,GK,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
768,Leon Routh,AVL,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
189,Dodgson,BUR,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
750,Rowswell,TOT,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
751,Akhamrich,TOT,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
784,Brierley,BUR,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
776,Pimlott,BUR,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
496,Kuol,NEW,MID,4.4,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
114,Arthur,BRE,DEF,3.8,0.0,0.0,0.2,0.0,0.0,0,0.0,3,3,u,3.5
115,Fredrick,BRE,DEF,4.0,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
117,Ji-soo,BRE,DEF,3.9,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
118,Meghoma,BRE,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
131,Konak,BRE,MID,4.3,0.0,0.0,0.2,0.0,0.0,0,0.0,3,3,u,3.5
132,Maghoma,BRE,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
112,Roerslev,BRE,DEF,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
590,Bryan,TOT,MID,4.9,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
71,Zabarnyi,BOU,DEF,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
70,Paulsen,BOU,GK,4.0,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
69,McKenna,BOU,GK,3.9,0.0,0.0,0.3,0.0,0.0,0,0.0,3,3,a,3.5
68,Dennis,BOU,GK,4.0,0.0,0.0,0.7,0.0,0.0,0,0.0,3,3,u,3.5
89,Philip,BOU,MID,4.9,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
79,Mepham,BOU,DEF,4.0,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
78,J.Araujo,BOU,DEF,3.8,0.0,0.0,0.5,0.0,0.0,0,0.0,3,3,u,3.5
76,Bevan,BOU,DEF,3.8,0.0,0.0,0.2,0.0,0.0,0,0.0,3,3,a,3.5
577,Takai,TOT,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
578,Vuskovic,TOT,DEF,3.9,0.0,0.0,0.3,0.0,0.0,0,0.0,3,3,u,3.5
598,Lankshear,TOT,FWD,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
595,Olusesi,TOT,MID,4.3,0.0,0.0,0.2,0.0,0.0,0,0.0,3,3,a,3.5
810,Bentt,BRE,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
797,Furo,BRE,FWD,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
594,Min-hyeok,TOT,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
592,Moore,TOT,MID,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
134,Trevitt,BRE,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
137,Morgan,BRE,FWD,4.4,0.0,0.0,0.3,0.0,0.0,0,0.0,3,3,u,3.5
66,Neto,BOU,GK,4.5,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
196,Sambo,BUR,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
212,Adewumi,BUR,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
219,Obafemi,BUR,FWD,4.4,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
495,Hayden,NEW,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
492,Antoñito C.,NEW,MID,4.9,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
127,Nunes,BRE,MID,4.9,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
528,Patterson,SUN,GK,4.2,0.0,0.0,0.2,0.0,0.0,0,0.0,3,3,u,3.5
529,Moore,SUN,GK,3.9,0.0,0.0,0.4,0.0,0.0,0,0.0,3,3,a,3.5
530,Nna Noukeu,SUN,GK,3.9,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
534,Anderson,SUN,DEF,3.8,0.0,0.0,0.3,0.0,0.0,0,0.0,3,3,u,3.5
533,Alese,SUN,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
536,Hjelde,SUN,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
537,Huggins,SUN,DEF,4.0,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
576,Phillips,TOT,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
538,Johnson,SUN,DEF,3.8,0.0,0.0,0.2,0.0,0.0,0,0.0,3,3,u,3.5
540,Pembele,SUN,DEF,3.9,0.0,0.0,0.3,0.0,0.0,0,0.0,3,3,u,3.5
566,Austin,TOT,GK,3.9,0.0,0.0,0.3,0.0,0.0,0,0.0,3,3,a,3.5
589,Solomon,TOT,MID,5.4,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
579,Son,TOT,MID,8.5,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
806,Mandas,BOU,GK,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
799,Stevens,BOU,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
546,Aleksić,SUN,MID,4.9,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
550,Poveda,SUN,MID,4.8,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
99,Adu-Adjei,BOU,FWD,4.4,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
687,Rees-Dottin,BOU,MID,4.3,0.0,0.0,0.2,0.0,0.0,0,0.0,3,3,a,3.5
94,Sadi,BOU,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
92,Faivre,BOU,MID,4.5,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
91,Sinisterra,BOU,MID,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
104,Eyestone,BRE,GK,3.9,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,a,3.5
756,DaCosta,BOU,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
782,Forster,BOU,GK,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
557,H.Jones,SUN,MID,4.3,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,a,3.5
556,Ekwah,SUN,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
554,Ba,SUN,MID,4.3,0.0,0.0,0.3,0.0,0.0,0,0.0,3,3,a,3.5
555,Browne,SUN,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
103,Cox,BRE,GK,3.9,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
102,Balcombe,BRE,GK,3.9,0.0,0.0,0.3,0.0,0.0,0,0.0,3,3,a,3.5
558,Matete,SUN,MID,4.3,0.0,0.0,0.2,0.0,0.0,0,0.0,3,3,u,3.5
559,Triantis,SUN,MID,4.4,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
562,Abdullahi,SUN,FWD,4.2,0.0,0.0,0.5,0.0,0.0,0,0.0,3,3,a,3.5
563,Luís Hemir,SUN,FWD,4.4,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
564,Rusyn,SUN,FWD,4.4,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
774,Jenson Jones,SUN,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
775,Tutierov,SUN,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
812,Ellborg,SUN,GK,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
95,Silcott-Duberry,BOU,MID,4.4,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
639,Meupiyou,WOL,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
711,Harriman-Annous,ARS,MID,4.4,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
34,Gauci,AVL,GK,4.0,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
649,B.Traore,WOL,MID,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
3,Hein,ARS,GK,4.0,0.0,0.0,0.2,0.0,0.0,0,0.0,3,3,u,3.5
647,Guedes,WOL,MID,5.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
4,Setford,ARS,GK,3.9,0.0,0.0,0.2,0.0,0.0,0,0.0,3,3,a,3.5
51,Iling Jr,AVL,MID,5.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
23,Fábio Vieira,ARS,MID,5.4,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
28,Kabia,ARS,MID,4.5,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
29,Sambi,ARS,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
759,Salmon,ARS,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
778,Sutherland,WOL,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
777,Ojinnaka,WOL,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
809,Abbey,WOL,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
767,Rawlings,WOL,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
766,Olagunju,WOL,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,a,3.5
